cliente_id,nombre,edad,genero,ubicacion
27961,Cliente_27961,48,Otro,CDMX
27962,Cliente_27962,26,M,Tijuana
27963,Cliente_27963,39,M,CDMX
27964,Cliente_27964,26,Otro,Guadalajara
27965,Cliente_27965,66,F,Monterrey
27966,Cliente_27966,61,F,Tijuana
27967,Cliente_27967,62,F,Monterrey
27968,Cliente_27968,18,M,Puebla
27969,Cliente_27969,20,F,Monterrey
27970,Cliente_27970,59,F,CDMX
27971,Cliente_27971,65,Otro,Tijuana
27972,Cliente_27972,18,Otro,Tijuana
27973,Cliente_27973,67,M,Puebla
27974,Cliente_27974,32,M,Guadalajara
27975,Cliente_27975,59,Otro,Monterrey
27976,Cliente_27976,65,M,CDMX
27977,Cliente_27977,69,M,CDMX
27978,Cliente_27978,46,Otro,CDMX
27979,Cliente_27979,46,F,Monterrey
27980,Cliente_27980,36,M,Tijuana
27981,Cliente_27981,34,M,Guadalajara
27982,Cliente_27982,65,Otro,Guadalajara
27983,Cliente_27983,67,Otro,Guadalajara
27984,Cliente_27984,52,F,Puebla
27985,Cliente_27985,53,Otro,Monterrey
27986,Cliente_27986,45,F,CDMX
27987,Cliente_27987,52,Otro,Puebla
27988,Cliente_27988,49,F,CDMX
27989,Cliente_27989,30,Otro,Tijuana
27990,Cliente_27990,62,M,CDMX
27991,Cliente_27991,63,Otro,Guadalajara
27992,Cliente_27992,30,Otro,Tijuana
27993,Cliente_27993,30,Otro,Guadalajara
27994,Cliente_27994,29,F,Guadalajara
27995,Cliente_27995,65,F,Puebla
27996,Cliente_27996,18,M,Guadalajara
27997,Cliente_27997,50,F,CDMX
27998,Cliente_27998,62,M,Monterrey
27999,Cliente_27999,43,M,Monterrey
28000,Cliente_28000,26,M,Tijuana
28001,Cliente_28001,46,M,Tijuana
28002,Cliente_28002,38,F,Guadalajara
28003,Cliente_28003,43,Otro,Puebla
28004,Cliente_28004,63,M,Guadalajara
28005,Cliente_28005,24,M,Monterrey
28006,Cliente_28006,67,Otro,Monterrey
28007,Cliente_28007,27,Otro,Tijuana
28008,Cliente_28008,33,F,Guadalajara
28009,Cliente_28009,32,M,Monterrey
28010,Cliente_28010,19,M,Puebla
28011,Cliente_28011,40,F,Puebla
28012,Cliente_28012,29,M,CDMX
28013,Cliente_28013,27,F,Monterrey
28014,Cliente_28014,43,M,Tijuana
28015,Cliente_28015,57,M,Monterrey
28016,Cliente_28016,41,Otro,Monterrey
28017,Cliente_28017,20,Otro,Tijuana
28018,Cliente_28018,57,F,CDMX
28019,Cliente_28019,35,F,Guadalajara
28020,Cliente_28020,36,F,CDMX
28021,Cliente_28021,45,F,Tijuana
28022,Cliente_28022,55,F,Guadalajara
28023,Cliente_28023,46,F,Puebla
28024,Cliente_28024,26,Otro,Puebla
28025,Cliente_28025,39,Otro,Monterrey
28026,Cliente_28026,49,M,Puebla
28027,Cliente_28027,31,F,CDMX
28028,Cliente_28028,30,M,Guadalajara
28029,Cliente_28029,68,Otro,Tijuana
28030,Cliente_28030,54,M,Tijuana
28031,Cliente_28031,57,M,CDMX
28032,Cliente_28032,50,Otro,Guadalajara
28033,Cliente_28033,55,Otro,Puebla
28034,Cliente_28034,41,M,CDMX
28035,Cliente_28035,27,M,Tijuana
28036,Cliente_28036,31,Otro,Guadalajara
28037,Cliente_28037,19,Otro,Guadalajara
28038,Cliente_28038,55,M,Puebla
28039,Cliente_28039,40,M,Tijuana
28040,Cliente_28040,43,M,Tijuana
28041,Cliente_28041,42,Otro,CDMX
28042,Cliente_28042,61,F,Tijuana
28043,Cliente_28043,42,Otro,Guadalajara
28044,Cliente_28044,42,M,Monterrey
28045,Cliente_28045,38,Otro,Monterrey
28046,Cliente_28046,55,F,Monterrey
28047,Cliente_28047,32,Otro,Guadalajara
28048,Cliente_28048,32,F,CDMX
28049,Cliente_28049,50,M,Tijuana
28050,Cliente_28050,32,F,Monterrey
28051,Cliente_28051,38,F,Monterrey
28052,Cliente_28052,45,Otro,CDMX
28053,Cliente_28053,38,Otro,Guadalajara
28054,Cliente_28054,27,M,Puebla
28055,Cliente_28055,49,Otro,Tijuana
28056,Cliente_28056,23,M,Monterrey
28057,Cliente_28057,41,F,Puebla
28058,Cliente_28058,51,F,Tijuana
28059,Cliente_28059,29,Otro,Guadalajara
28060,Cliente_28060,51,F,Puebla
28061,Cliente_28061,60,M,Monterrey
28062,Cliente_28062,42,F,Monterrey
28064,Cliente_28064,54,F,CDMX
28065,Cliente_28065,62,Otro,CDMX
28066,Cliente_28066,21,M,CDMX
28067,Cliente_28067,57,M,Monterrey
28068,Cliente_28068,48,M,Tijuana
28069,Cliente_28069,59,M,Puebla
28070,Cliente_28070,69,F,CDMX
28071,Cliente_28071,64,M,CDMX
28072,Cliente_28072,23,Otro,Monterrey
28073,Cliente_28073,66,Otro,Puebla
28074,Cliente_28074,60,F,CDMX
28075,Cliente_28075,46,M,Guadalajara
28076,Cliente_28076,61,Otro,Monterrey
28077,Cliente_28077,41,F,Tijuana
28078,Cliente_28078,43,M,Monterrey
28079,Cliente_28079,64,M,Guadalajara
28080,Cliente_28080,51,F,CDMX
28081,Cliente_28081,34,M,Monterrey
28082,Cliente_28082,57,M,CDMX
28083,Cliente_28083,25,M,Puebla
28084,Cliente_28084,51,Otro,Guadalajara
28085,Cliente_28085,49,Otro,Guadalajara
28086,Cliente_28086,27,Otro,CDMX
28087,Cliente_28087,22,M,Monterrey
28088,Cliente_28088,66,F,Monterrey
28089,Cliente_28089,23,M,Puebla
28090,Cliente_28090,37,Otro,Monterrey
28091,Cliente_28091,36,M,CDMX
28092,Cliente_28092,54,F,Puebla
28093,Cliente_28093,63,M,Tijuana
28094,Cliente_28094,25,M,Guadalajara
28095,Cliente_28095,46,Otro,Guadalajara
28096,Cliente_28096,47,Otro,Puebla
28097,Cliente_28097,21,Otro,Tijuana
28098,Cliente_28098,63,M,Monterrey
28099,Cliente_28099,26,F,Guadalajara
28100,Cliente_28100,36,Otro,Guadalajara
28101,Cliente_28101,21,Otro,Tijuana
28102,Cliente_28102,59,M,CDMX
28103,Cliente_28103,40,Otro,Tijuana
28104,Cliente_28104,35,M,Puebla
28105,Cliente_28105,66,F,Tijuana
28106,Cliente_28106,56,M,Monterrey
28107,Cliente_28107,50,F,CDMX
28108,Cliente_28108,24,F,Monterrey
28109,Cliente_28109,66,Otro,Guadalajara
28110,Cliente_28110,41,F,Monterrey
28111,Cliente_28111,26,M,CDMX
28112,Cliente_28112,50,M,Tijuana
28114,Cliente_28114,24,F,CDMX
28115,Cliente_28115,43,M,CDMX
28116,Cliente_28116,66,Otro,Guadalajara
28117,Cliente_28117,28,F,Guadalajara
28118,Cliente_28118,63,M,Puebla
28119,Cliente_28119,55,M,Tijuana
28121,Cliente_28121,61,F,CDMX
28122,Cliente_28122,35,M,Tijuana
28123,Cliente_28123,42,M,Monterrey
28124,Cliente_28124,35,Otro,Monterrey
28125,Cliente_28125,45,M,Monterrey
28126,Cliente_28126,65,M,Puebla
28127,Cliente_28127,20,Otro,Guadalajara
28128,Cliente_28128,50,M,CDMX
28129,Cliente_28129,18,Otro,Tijuana
28130,Cliente_28130,21,M,Puebla
28131,Cliente_28131,19,Otro,Monterrey
28132,Cliente_28132,25,Otro,Tijuana
28134,Cliente_28134,66,M,CDMX
28135,Cliente_28135,23,Otro,CDMX
28136,Cliente_28136,50,Otro,CDMX
28137,Cliente_28137,31,F,Guadalajara
28138,Cliente_28138,27,F,Tijuana
28139,Cliente_28139,49,F,Guadalajara
28140,Cliente_28140,52,F,Monterrey
28141,Cliente_28141,54,M,Tijuana
28142,Cliente_28142,61,Otro,CDMX
28143,Cliente_28143,50,M,Tijuana
28145,Cliente_28145,33,Otro,Puebla
28146,Cliente_28146,51,F,CDMX
28147,Cliente_28147,34,F,Guadalajara
28148,Cliente_28148,25,F,Tijuana
28149,Cliente_28149,39,F,CDMX
28150,Cliente_28150,42,Otro,Monterrey
28151,Cliente_28151,27,M,Guadalajara
28153,Cliente_28153,56,Otro,Tijuana
28154,Cliente_28154,31,Otro,Puebla
28155,Cliente_28155,35,Otro,CDMX
28156,Cliente_28156,22,M,Tijuana
28157,Cliente_28157,24,Otro,Guadalajara
28158,Cliente_28158,33,Otro,Monterrey
28159,Cliente_28159,29,F,Puebla
28160,Cliente_28160,59,F,Puebla
28161,Cliente_28161,59,Otro,Puebla
28162,Cliente_28162,61,M,Puebla
28163,Cliente_28163,37,Otro,Guadalajara
28164,Cliente_28164,29,F,Monterrey
28165,Cliente_28165,65,Otro,Puebla
28166,Cliente_28166,59,M,CDMX
28167,Cliente_28167,67,M,CDMX
28168,Cliente_28168,19,M,Puebla
28169,Cliente_28169,63,M,CDMX
28170,Cliente_28170,56,F,CDMX
28171,Cliente_28171,40,M,Monterrey
28172,Cliente_28172,46,F,Puebla
28174,Cliente_28174,53,Otro,Tijuana
28175,Cliente_28175,28,M,Tijuana
28176,Cliente_28176,26,F,Guadalajara
28177,Cliente_28177,36,F,Tijuana
28178,Cliente_28178,40,M,Tijuana
28179,Cliente_28179,31,F,Puebla
28180,Cliente_28180,31,M,CDMX
28181,Cliente_28181,41,Otro,Guadalajara
28182,Cliente_28182,54,Otro,CDMX
28183,Cliente_28183,44,M,Puebla
28184,Cliente_28184,18,M,Monterrey
28185,Cliente_28185,26,F,CDMX
28186,Cliente_28186,21,M,CDMX
28187,Cliente_28187,56,Otro,Puebla
28188,Cliente_28188,67,F,Tijuana
28189,Cliente_28189,51,F,CDMX
28190,Cliente_28190,51,Otro,Guadalajara
28191,Cliente_28191,33,Otro,Tijuana
28192,Cliente_28192,20,M,Puebla
28193,Cliente_28193,24,Otro,Monterrey
28194,Cliente_28194,57,Otro,Puebla
28195,Cliente_28195,47,Otro,Monterrey
28196,Cliente_28196,19,M,CDMX
28197,Cliente_28197,51,Otro,CDMX
28198,Cliente_28198,20,M,Guadalajara
28199,Cliente_28199,35,M,Puebla
28200,Cliente_28200,23,Otro,Guadalajara
28201,Cliente_28201,45,F,Guadalajara
28202,Cliente_28202,45,M,Monterrey
28204,Cliente_28204,42,Otro,Tijuana
28205,Cliente_28205,60,Otro,Tijuana
28206,Cliente_28206,59,F,CDMX
28207,Cliente_28207,53,F,Puebla
28208,Cliente_28208,58,Otro,Monterrey
28209,Cliente_28209,33,F,Puebla
28210,Cliente_28210,40,M,Puebla
28211,Cliente_28211,48,Otro,Tijuana
28212,Cliente_28212,46,M,Guadalajara
28213,Cliente_28213,24,F,Puebla
28214,Cliente_28214,59,M,Monterrey
28215,Cliente_28215,69,F,Monterrey
28216,Cliente_28216,22,M,Monterrey
28217,Cliente_28217,22,M,Monterrey
28218,Cliente_28218,21,M,Monterrey
28219,Cliente_28219,33,M,Guadalajara
28220,Cliente_28220,19,Otro,Tijuana
28221,Cliente_28221,21,Otro,Puebla
28222,Cliente_28222,69,F,Puebla
28223,Cliente_28223,56,M,Puebla
28224,Cliente_28224,20,F,Puebla
28225,Cliente_28225,27,F,Monterrey
28226,Cliente_28226,31,M,CDMX
28227,Cliente_28227,28,F,CDMX
28228,Cliente_28228,52,M,Puebla
28229,Cliente_28229,30,F,Puebla
28230,Cliente_28230,43,F,Monterrey
28231,Cliente_28231,58,M,Monterrey
28232,Cliente_28232,35,M,Monterrey
28234,Cliente_28234,40,Otro,CDMX
28235,Cliente_28235,33,Otro,Guadalajara
28236,Cliente_28236,62,F,Monterrey
28237,Cliente_28237,32,F,CDMX
28238,Cliente_28238,55,F,Puebla
28239,Cliente_28239,65,Otro,Monterrey
28240,Cliente_28240,51,Otro,Monterrey
28241,Cliente_28241,61,Otro,Monterrey
28242,Cliente_28242,65,Otro,Tijuana
28243,Cliente_28243,53,F,Tijuana
28244,Cliente_28244,42,M,CDMX
28245,Cliente_28245,35,F,Tijuana
28246,Cliente_28246,24,M,Tijuana
28247,Cliente_28247,27,Otro,Tijuana
28248,Cliente_28248,44,M,Guadalajara
28249,Cliente_28249,65,M,CDMX
28251,Cliente_28251,32,F,CDMX
28252,Cliente_28252,30,Otro,Monterrey
28253,Cliente_28253,22,F,Monterrey
28254,Cliente_28254,22,Otro,Puebla
28255,Cliente_28255,66,F,Tijuana
28256,Cliente_28256,25,Otro,Guadalajara
28257,Cliente_28257,39,F,Guadalajara
28258,Cliente_28258,18,Otro,CDMX
28259,Cliente_28259,64,Otro,Puebla
28260,Cliente_28260,50,Otro,Puebla
28261,Cliente_28261,42,M,CDMX
28262,Cliente_28262,48,F,Puebla
28263,Cliente_28263,32,M,CDMX
28264,Cliente_28264,42,M,Tijuana
28265,Cliente_28265,69,Otro,Puebla
28266,Cliente_28266,18,Otro,CDMX
28267,Cliente_28267,35,F,Monterrey
28268,Cliente_28268,22,M,Monterrey
28269,Cliente_28269,21,F,Tijuana
28270,Cliente_28270,20,F,Tijuana
28271,Cliente_28271,60,M,Puebla
28272,Cliente_28272,59,Otro,Puebla
28273,Cliente_28273,21,Otro,Puebla
28274,Cliente_28274,64,Otro,Monterrey
28275,Cliente_28275,66,F,CDMX
28276,Cliente_28276,30,Otro,Puebla
28277,Cliente_28277,40,F,CDMX
28278,Cliente_28278,60,M,CDMX
28279,Cliente_28279,47,Otro,Tijuana
28280,Cliente_28280,50,M,Tijuana
28281,Cliente_28281,48,Otro,CDMX
28282,Cliente_28282,60,F,Puebla
28283,Cliente_28283,42,F,Guadalajara
28284,Cliente_28284,40,M,Tijuana
28287,Cliente_28287,29,F,Tijuana
28289,Cliente_28289,29,M,Tijuana
28290,Cliente_28290,45,F,Guadalajara
28291,Cliente_28291,37,Otro,CDMX
28292,Cliente_28292,58,F,Monterrey
28293,Cliente_28293,34,Otro,Monterrey
28294,Cliente_28294,62,Otro,Guadalajara
28295,Cliente_28295,41,M,Puebla
28296,Cliente_28296,33,Otro,Puebla
28297,Cliente_28297,54,Otro,Tijuana
28298,Cliente_28298,46,F,Monterrey
28299,Cliente_28299,27,F,Monterrey
28300,Cliente_28300,58,F,CDMX
28301,Cliente_28301,54,Otro,Guadalajara
28302,Cliente_28302,46,Otro,Guadalajara
28303,Cliente_28303,55,F,Guadalajara
28304,Cliente_28304,55,Otro,Tijuana
28305,Cliente_28305,53,M,CDMX
28306,Cliente_28306,59,M,Guadalajara
28307,Cliente_28307,35,M,Guadalajara
28308,Cliente_28308,56,Otro,Monterrey
28309,Cliente_28309,26,M,Tijuana
28310,Cliente_28310,44,Otro,Guadalajara
28311,Cliente_28311,36,M,CDMX
28312,Cliente_28312,46,M,Guadalajara
28313,Cliente_28313,20,F,Guadalajara
28314,Cliente_28314,43,Otro,Monterrey
28315,Cliente_28315,48,M,CDMX
28316,Cliente_28316,21,Otro,Guadalajara
28317,Cliente_28317,54,Otro,Guadalajara
28318,Cliente_28318,46,Otro,Tijuana
28319,Cliente_28319,42,M,CDMX
28320,Cliente_28320,67,M,Guadalajara
28321,Cliente_28321,43,Otro,Tijuana
28322,Cliente_28322,51,Otro,CDMX
28323,Cliente_28323,57,M,Monterrey
28324,Cliente_28324,64,Otro,CDMX
28325,Cliente_28325,66,Otro,Monterrey
28326,Cliente_28326,30,F,Monterrey
28327,Cliente_28327,51,Otro,Monterrey
28328,Cliente_28328,56,Otro,Puebla
28329,Cliente_28329,21,F,Puebla
28330,Cliente_28330,18,Otro,Puebla
28331,Cliente_28331,34,F,Puebla
28332,Cliente_28332,40,F,Guadalajara
28333,Cliente_28333,29,F,Puebla
28334,Cliente_28334,53,F,Puebla
28335,Cliente_28335,53,M,Monterrey
28336,Cliente_28336,39,M,CDMX
28337,Cliente_28337,44,Otro,Tijuana
28338,Cliente_28338,31,Otro,Guadalajara
28339,Cliente_28339,34,F,Guadalajara
28340,Cliente_28340,36,M,CDMX
28341,Cliente_28341,24,M,CDMX
28342,Cliente_28342,38,M,CDMX
28343,Cliente_28343,21,Otro,CDMX
28344,Cliente_28344,25,F,CDMX
28345,Cliente_28345,19,Otro,Guadalajara
28346,Cliente_28346,43,Otro,Monterrey
28347,Cliente_28347,51,Otro,Monterrey
28348,Cliente_28348,37,Otro,Puebla
28349,Cliente_28349,25,F,Puebla
28350,Cliente_28350,56,M,Puebla
28351,Cliente_28351,69,M,Monterrey
28352,Cliente_28352,23,Otro,Guadalajara
28353,Cliente_28353,69,Otro,Puebla
28354,Cliente_28354,31,F,Tijuana
28355,Cliente_28355,45,Otro,CDMX
28356,Cliente_28356,27,M,Tijuana
28357,Cliente_28357,41,M,Puebla
28358,Cliente_28358,20,F,Tijuana
28359,Cliente_28359,44,Otro,CDMX
28360,Cliente_28360,21,F,CDMX
28361,Cliente_28361,20,F,Monterrey
28362,Cliente_28362,38,M,Tijuana
28363,Cliente_28363,24,M,Tijuana
28364,Cliente_28364,56,M,Tijuana
28365,Cliente_28365,57,Otro,Tijuana
28366,Cliente_28366,56,M,Puebla
28367,Cliente_28367,29,M,CDMX
28368,Cliente_28368,32,Otro,Guadalajara
28369,Cliente_28369,42,F,CDMX
28370,Cliente_28370,54,F,Tijuana
28371,Cliente_28371,64,Otro,Puebla
28372,Cliente_28372,35,F,Tijuana
28373,Cliente_28373,36,Otro,Guadalajara
28374,Cliente_28374,44,Otro,Puebla
28375,Cliente_28375,63,M,CDMX
28376,Cliente_28376,31,F,Guadalajara
28377,Cliente_28377,50,M,Monterrey
28378,Cliente_28378,37,F,Tijuana
28379,Cliente_28379,42,F,CDMX
28380,Cliente_28380,59,F,Tijuana
28381,Cliente_28381,34,M,Monterrey
28382,Cliente_28382,53,Otro,Monterrey
28383,Cliente_28383,18,Otro,Puebla
28384,Cliente_28384,47,Otro,Guadalajara
28385,Cliente_28385,49,M,Puebla
28386,Cliente_28386,43,M,Tijuana
28387,Cliente_28387,42,M,Guadalajara
28388,Cliente_28388,22,M,Tijuana
28389,Cliente_28389,41,M,Guadalajara
28390,Cliente_28390,54,M,Monterrey
28391,Cliente_28391,46,M,CDMX
28392,Cliente_28392,67,Otro,Puebla
28393,Cliente_28393,69,F,Puebla
28394,Cliente_28394,59,F,Tijuana
28395,Cliente_28395,67,F,CDMX
28396,Cliente_28396,24,Otro,Tijuana
28397,Cliente_28397,24,M,Guadalajara
28398,Cliente_28398,61,Otro,Monterrey
28399,Cliente_28399,45,Otro,Puebla
28400,Cliente_28400,49,F,Tijuana
28401,Cliente_28401,29,M,Guadalajara
28402,Cliente_28402,60,F,Puebla
28403,Cliente_28403,29,F,Tijuana
28405,Cliente_28405,52,M,Monterrey
28406,Cliente_28406,54,Otro,Tijuana
28407,Cliente_28407,61,M,Tijuana
28408,Cliente_28408,68,M,Puebla
28409,Cliente_28409,65,F,Guadalajara
28410,Cliente_28410,59,F,Puebla
28411,Cliente_28411,19,F,Puebla
28412,Cliente_28412,29,F,Monterrey
28413,Cliente_28413,36,Otro,Monterrey
28414,Cliente_28414,52,M,Guadalajara
28415,Cliente_28415,40,M,Guadalajara
28416,Cliente_28416,62,Otro,Tijuana
28417,Cliente_28417,51,F,Tijuana
28418,Cliente_28418,52,F,Guadalajara
28419,Cliente_28419,68,F,Tijuana
28420,Cliente_28420,33,Otro,Puebla
28421,Cliente_28421,40,M,Guadalajara
28422,Cliente_28422,32,M,CDMX
28423,Cliente_28423,47,Otro,Puebla
28424,Cliente_28424,45,Otro,Guadalajara
28425,Cliente_28425,42,F,Monterrey
28426,Cliente_28426,48,F,Tijuana
28427,Cliente_28427,30,M,Guadalajara
28428,Cliente_28428,57,M,CDMX
28429,Cliente_28429,65,Otro,Tijuana
28430,Cliente_28430,63,F,Puebla
28431,Cliente_28431,60,F,CDMX
28432,Cliente_28432,21,M,CDMX
28433,Cliente_28433,41,F,CDMX
28434,Cliente_28434,30,F,Puebla
28435,Cliente_28435,48,F,Monterrey
28436,Cliente_28436,68,Otro,Monterrey
28437,Cliente_28437,50,Otro,Tijuana
28439,Cliente_28439,44,F,Monterrey
28440,Cliente_28440,49,M,Puebla
28441,Cliente_28441,36,M,Tijuana
28442,Cliente_28442,21,M,Puebla
28443,Cliente_28443,20,F,Guadalajara
28444,Cliente_28444,53,M,Puebla
28445,Cliente_28445,61,F,Tijuana
28446,Cliente_28446,58,F,Tijuana
28447,Cliente_28447,63,F,Monterrey
28448,Cliente_28448,35,M,CDMX
28449,Cliente_28449,60,Otro,Monterrey
28450,Cliente_28450,47,F,Monterrey
28451,Cliente_28451,63,F,Monterrey
28452,Cliente_28452,26,Otro,Guadalajara
28453,Cliente_28453,33,M,Tijuana
28454,Cliente_28454,46,M,CDMX
28455,Cliente_28455,25,Otro,CDMX
28456,Cliente_28456,19,F,Puebla
28457,Cliente_28457,47,M,Guadalajara
28458,Cliente_28458,57,F,Monterrey
28459,Cliente_28459,60,F,Guadalajara
28460,Cliente_28460,64,Otro,Puebla
28461,Cliente_28461,31,Otro,Tijuana
28462,Cliente_28462,47,M,Monterrey
28463,Cliente_28463,33,Otro,Monterrey
28464,Cliente_28464,26,Otro,Monterrey
28465,Cliente_28465,26,Otro,Guadalajara
28467,Cliente_28467,37,F,CDMX
28468,Cliente_28468,63,M,Tijuana
28469,Cliente_28469,31,F,Guadalajara
28470,Cliente_28470,42,M,Puebla
28472,Cliente_28472,21,M,Puebla
28473,Cliente_28473,34,Otro,Puebla
28474,Cliente_28474,59,M,Tijuana
28476,Cliente_28476,21,M,Puebla
28477,Cliente_28477,46,M,CDMX
28478,Cliente_28478,24,F,Puebla
28479,Cliente_28479,68,M,Puebla
28480,Cliente_28480,69,F,Tijuana
28481,Cliente_28481,64,M,Tijuana
28482,Cliente_28482,35,Otro,CDMX
28483,Cliente_28483,55,F,Tijuana
28484,Cliente_28484,62,F,Monterrey
28485,Cliente_28485,54,Otro,Guadalajara
28486,Cliente_28486,29,Otro,Monterrey
28487,Cliente_28487,19,F,Puebla
28488,Cliente_28488,31,F,Monterrey
28489,Cliente_28489,30,Otro,Monterrey
28490,Cliente_28490,35,M,Puebla
28491,Cliente_28491,28,M,CDMX
28492,Cliente_28492,35,M,Puebla
28493,Cliente_28493,21,F,CDMX
28494,Cliente_28494,21,M,Monterrey
28495,Cliente_28495,43,Otro,Monterrey
28496,Cliente_28496,61,Otro,CDMX
28497,Cliente_28497,55,Otro,Tijuana
28498,Cliente_28498,35,Otro,Monterrey
28499,Cliente_28499,51,F,Puebla
28500,Cliente_28500,26,F,CDMX
28501,Cliente_28501,58,M,CDMX
28502,Cliente_28502,66,M,Puebla
28503,Cliente_28503,40,F,CDMX
28504,Cliente_28504,69,F,Guadalajara
28505,Cliente_28505,38,Otro,Monterrey
28506,Cliente_28506,29,Otro,Monterrey
28507,Cliente_28507,69,Otro,Guadalajara
28508,Cliente_28508,43,Otro,Guadalajara
28509,Cliente_28509,35,Otro,Puebla
28510,Cliente_28510,32,F,Puebla
28511,Cliente_28511,38,M,Puebla
28512,Cliente_28512,40,Otro,Monterrey
28513,Cliente_28513,62,Otro,Tijuana
28514,Cliente_28514,21,F,Puebla
28515,Cliente_28515,37,F,CDMX
28516,Cliente_28516,49,F,Monterrey
28517,Cliente_28517,48,Otro,Tijuana
28518,Cliente_28518,47,F,Guadalajara
28519,Cliente_28519,24,M,CDMX
28520,Cliente_28520,69,F,CDMX
28521,Cliente_28521,69,F,Tijuana
28522,Cliente_28522,25,F,Puebla
28523,Cliente_28523,67,Otro,CDMX
28524,Cliente_28524,65,M,Monterrey
28525,Cliente_28525,54,F,Puebla
28526,Cliente_28526,29,Otro,Puebla
28527,Cliente_28527,53,F,Puebla
28528,Cliente_28528,22,M,CDMX
28529,Cliente_28529,68,M,CDMX
28530,Cliente_28530,65,Otro,Puebla
28531,Cliente_28531,27,Otro,Tijuana
28532,Cliente_28532,62,M,Monterrey
28534,Cliente_28534,51,M,Monterrey
28535,Cliente_28535,44,Otro,CDMX
28536,Cliente_28536,32,F,Puebla
28537,Cliente_28537,36,Otro,Tijuana
28538,Cliente_28538,22,M,Tijuana
28539,Cliente_28539,48,F,Guadalajara
28541,Cliente_28541,22,M,Puebla
28542,Cliente_28542,23,F,Puebla
28543,Cliente_28543,19,F,Guadalajara
28544,Cliente_28544,29,Otro,Tijuana
28545,Cliente_28545,20,Otro,Guadalajara
28546,Cliente_28546,35,M,Guadalajara
28547,Cliente_28547,43,M,Monterrey
28548,Cliente_28548,36,Otro,Tijuana
28549,Cliente_28549,18,Otro,Monterrey
28550,Cliente_28550,68,F,Guadalajara
28551,Cliente_28551,39,M,Guadalajara
28552,Cliente_28552,51,M,CDMX
28553,Cliente_28553,22,F,CDMX
28554,Cliente_28554,57,M,CDMX
28555,Cliente_28555,32,Otro,CDMX
28556,Cliente_28556,20,Otro,Tijuana
28557,Cliente_28557,32,F,Tijuana
28558,Cliente_28558,48,F,CDMX
28559,Cliente_28559,56,F,Guadalajara
28560,Cliente_28560,42,Otro,CDMX
28561,Cliente_28561,52,Otro,Monterrey
28562,Cliente_28562,28,M,Tijuana
28563,Cliente_28563,46,F,Puebla
28564,Cliente_28564,61,Otro,Guadalajara
28565,Cliente_28565,59,M,CDMX
28566,Cliente_28566,37,F,CDMX
28567,Cliente_28567,23,Otro,CDMX
28568,Cliente_28568,31,M,CDMX
28569,Cliente_28569,25,Otro,Puebla
28570,Cliente_28570,27,Otro,Puebla
28571,Cliente_28571,18,F,Guadalajara
28572,Cliente_28572,68,Otro,CDMX
28573,Cliente_28573,42,M,CDMX
28574,Cliente_28574,20,M,Monterrey
28575,Cliente_28575,52,M,Tijuana
28576,Cliente_28576,56,Otro,Tijuana
28577,Cliente_28577,55,F,Tijuana
28578,Cliente_28578,29,M,Guadalajara
28579,Cliente_28579,48,F,Tijuana
28580,Cliente_28580,59,F,CDMX
28581,Cliente_28581,49,M,CDMX
28582,Cliente_28582,56,M,Puebla
28583,Cliente_28583,65,M,Monterrey
28584,Cliente_28584,20,Otro,Monterrey
28585,Cliente_28585,64,M,Guadalajara
28586,Cliente_28586,32,M,Tijuana
28587,Cliente_28587,27,Otro,Tijuana
28588,Cliente_28588,38,M,Puebla
28589,Cliente_28589,47,M,Monterrey
28590,Cliente_28590,50,Otro,Monterrey
28591,Cliente_28591,67,M,CDMX
28592,Cliente_28592,20,F,Monterrey
28593,Cliente_28593,21,F,Monterrey
28594,Cliente_28594,69,F,Guadalajara
28595,Cliente_28595,57,F,Puebla
28596,Cliente_28596,46,M,Guadalajara
28597,Cliente_28597,39,M,Tijuana
28598,Cliente_28598,36,M,Guadalajara
28599,Cliente_28599,37,F,CDMX
28600,Cliente_28600,36,M,Puebla
28602,Cliente_28602,37,F,Guadalajara
28603,Cliente_28603,33,M,CDMX
28604,Cliente_28604,36,M,CDMX
28605,Cliente_28605,51,M,Tijuana
28606,Cliente_28606,58,Otro,Tijuana
28607,Cliente_28607,26,Otro,Tijuana
28608,Cliente_28608,38,M,CDMX
28609,Cliente_28609,36,F,Tijuana
28610,Cliente_28610,23,M,Puebla
28611,Cliente_28611,24,Otro,Guadalajara
28612,Cliente_28612,58,Otro,Guadalajara
28613,Cliente_28613,68,M,Tijuana
28614,Cliente_28614,57,Otro,Puebla
28615,Cliente_28615,39,Otro,Monterrey
28616,Cliente_28616,19,M,Guadalajara
28617,Cliente_28617,30,Otro,Puebla
28618,Cliente_28618,21,M,Monterrey
28619,Cliente_28619,57,Otro,Tijuana
28620,Cliente_28620,24,M,Puebla
28621,Cliente_28621,67,F,Monterrey
28622,Cliente_28622,20,M,CDMX
28623,Cliente_28623,35,F,Monterrey
28624,Cliente_28624,49,M,Monterrey
28625,Cliente_28625,43,F,Tijuana
28626,Cliente_28626,18,M,Guadalajara
28627,Cliente_28627,47,Otro,Tijuana
28628,Cliente_28628,61,F,Tijuana
28629,Cliente_28629,27,F,Guadalajara
28630,Cliente_28630,18,M,Guadalajara
28631,Cliente_28631,63,Otro,Puebla
28632,Cliente_28632,62,M,Monterrey
28633,Cliente_28633,63,F,Monterrey
